person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
22,23000,3,6.0,4,3,6250,12.73,0,0.27,1,2,7046
30,40000,3,5.0,4,1,3000,7.14,0,0.07,1,5,27972
22,39996,1,5.0,2,3,3500,,0,0.09,1,2,4000
40,110000,3,0.0,2,2,20000,10.38,0,0.18,1,16,29177
33,21996,3,0.0,1,3,9250,12.87,1,0.42,2,8,28342
26,105000,2,0.0,4,1,5000,7.68,0,0.05,1,2,14395
22,50000,3,4.0,2,1,9350,7.49,0,0.19,1,3,10051
28,76000,3,4.0,5,1,3400,8.49,0,0.04,1,5,19596
42,73100,3,4.0,4,4,12000,16.77,1,0.14,2,13,31177
34,70000,3,1.0,2,4,4200,14.61,1,0.06,1,6,24179
26,72000,3,2.0,1,2,3600,10.74,0,0.05,1,4,3597
45,59000,2,5.0,4,1,9000,7.9,0,0.15,1,16,30398
23,42000,3,7.0,2,2,1400,10.0,1,0.03,1,4,1534
22,50000,2,7.0,2,2,4000,10.95,0,0.08,1,4,6853
21,12000,3,5.0,1,2,5000,11.49,1,0.42,1,2,9148
36,66000,3,3.0,2,1,10000,6.62,0,0.15,1,12,30898
25,33000,3,0.0,4,1,1000,7.29,0,0.03,1,4,17139
23,69000,2,0.0,4,4,15000,14.96,1,0.22,1,2,11660
23,42000,2,2.0,2,2,5200,10.25,0,0.12,1,4,4822
22,108803,2,6.0,4,3,10000,12.23,1,0.08,1,4,15519
30,114000,2,13.0,5,1,9975,5.42,0,0.09,1,10,26685
26,96000,2,6.0,4,2,20000,11.11,0,0.21,1,4,13788
28,95000,2,12.0,2,2,35000,9.63,0,0.37,1,5,25898
21,12000,3,0.0,1,1,3000,7.88,1,0.25,1,3,2475
26,60000,3,5.0,1,3,3000,15.62,0,0.05,1,2,2842
22,100000,2,3.0,2,2,12000,11.11,0,0.12,1,4,17472
45,29676,3,5.0,2,3,2700,12.84,0,0.09,2,17,31235
24,22800,1,3.0,4,2,4750,11.36,0,0.21,1,4,16107
22,68496,3,4.0,3,4,12000,15.31,0,0.18,2,3,12721
21,21000,3,2.0,1,1,5000,6.91,0,0.24,1,4,9214
32,55000,3,0.0,5,2,18000,10.38,1,0.33,1,7,18441
25,19800,3,0.0,5,3,5000,13.49,1,0.25,2,4,9196
29,160000,3,4.0,1,3,35000,14.27,0,0.22,2,8,17734
23,35976,3,3.0,1,2,15000,10.25,1,0.42,1,3,16747
23,56000,2,7.0,1,4,8000,14.54,1,0.14,2,2,9438
28,60000,2,0.0,4,1,7500,5.79,0,0.13,1,8,22972
23,55000,2,7.0,1,3,7000,13.23,0,0.13,2,2,7980
22,48000,3,2.0,5,2,5000,11.89,0,0.1,1,4,5078
26,78000,2,10.0,2,1,8325,6.99,0,0.11,1,4,11953
23,33500,3,2.0,4,5,2500,15.68,1,0.07,2,4,17295
24,113217,2,2.0,2,1,6000,7.88,0,0.05,1,3,14744
22,102996,2,6.0,4,1,8000,7.74,0,0.08,1,3,14266
26,45000,3,1.0,4,2,4000,12.21,0,0.09,1,2,17135
33,65000,2,4.0,4,2,16800,9.76,0,0.26,1,6,23650
34,24000,1,4.0,1,3,2400,13.98,0,0.1,2,6,28176
24,61289,2,8.0,3,2,2000,11.49,0,0.03,1,4,9361
38,110000,3,5.0,4,1,20000,6.91,0,0.18,1,13,29176
27,87360,3,1.0,5,3,7500,12.54,0,0.09,2,8,22625
29,42000,3,5.0,4,2,3000,12.69,0,0.07,1,5,25357
24,45000,3,1.0,5,2,12000,10.99,0,0.27,1,3,17578
24,56496,3,5.0,2,1,2000,9.32,0,0.04,1,3,1918
35,50000,2,7.0,4,1,12000,6.62,0,0.24,1,6,21538
33,110000,3,3.0,5,3,10000,13.57,0,0.09,2,10,20459
31,32500,2,4.0,4,1,8975,6.62,0,0.28,1,10,19245
48,36655,2,,4,2,15000,12.69,1,0.41,1,16,29820
28,31000,3,3.0,3,4,6000,15.33,0,0.19,1,9,21422
31,20000,1,3.0,1,1,6400,5.42,0,0.32,1,6,18210
22,110196,2,6.0,4,2,25000,11.49,0,0.23,1,3,14666
26,135000,2,10.0,5,3,24000,12.99,0,0.18,1,2,15424
45,36000,3,1.0,1,3,4300,10.91,0,0.12,2,17,30773
24,25000,3,2.0,5,1,5000,8.94,1,0.2,1,2,9281
45,100000,2,16.0,3,1,16000,6.62,0,0.16,1,16,31338
25,42000,3,1.0,1,1,8000,5.99,0,0.19,1,2,8838
24,83004,3,0.0,1,4,28000,15.99,1,0.34,2,4,80
22,88000,2,6.0,2,2,5000,11.11,0,0.06,1,4,13096
27,64000,2,12.0,2,2,6000,,1,0.09,1,6,24111
21,45000,3,3.0,1,2,6500,10.74,0,0.14,1,2,7338
34,50000,3,0.0,3,2,3600,11.99,0,0.07,1,7,19876
35,26400,1,19.0,1,1,6600,5.99,0,0.25,1,8,26767
28,68000,3,2.0,2,2,14800,9.99,0,0.22,1,9,18889
29,32108,3,4.0,1,5,2500,15.68,1,0.08,2,5,19154
32,120000,2,13.0,2,2,2000,,0,0.02,1,10,28588
44,61000,3,7.0,5,4,10000,14.11,1,0.16,2,12,30903
22,52500,3,1.0,4,2,16000,12.69,1,0.3,1,3,1281
29,97000,2,2.0,1,3,10000,12.23,0,0.1,2,5,26042
33,63000,2,7.0,5,1,18250,8.9,0,0.29,1,9,23332
23,52000,3,0.0,1,2,9000,12.69,0,0.17,1,2,9944
22,85000,2,1.0,2,2,18000,12.18,0,0.21,1,4,12878
27,34000,2,0.0,3,3,8000,13.35,0,0.24,1,8,19390
30,90000,3,2.0,5,2,20000,11.99,0,0.22,1,9,18310
24,72000,2,4.0,1,3,2100,,0,0.03,2,2,11140
23,72000,2,7.0,5,1,6000,6.17,0,0.08,1,3,11162
31,250000,2,2.0,4,3,4000,14.22,0,0.02,2,10,17810
30,24000,3,8.0,3,1,3000,,1,0.13,1,6,25200
25,86244,2,,2,2,8000,11.71,0,0.09,1,4,12986
25,35000,3,2.0,2,1,2700,7.88,0,0.08,1,2,13383
31,50000,1,1.0,4,3,16000,13.85,0,0.32,1,6,21689
28,60000,2,13.0,1,1,8650,8.9,0,0.14,1,10,22809
27,95000,2,11.0,1,3,18000,13.48,0,0.19,1,5,28035
27,244000,2,0.0,1,4,15000,14.42,0,0.06,2,5,27701
24,82000,2,1.0,2,1,7500,8.32,0,0.09,1,3,12528
33,43000,3,6.0,2,2,8000,10.0,0,0.19,1,8,22903
27,85000,2,11.0,2,1,12000,6.62,0,0.14,1,10,25309
23,42000,1,0.0,3,1,6000,5.42,0,0.14,1,2,4712
28,201000,1,4.0,1,1,12000,,0,0.06,1,8,27657
24,110000,3,7.0,1,4,24000,15.62,0,0.22,1,4,446
26,25300,3,2.0,4,4,5400,16.02,1,0.21,2,2,5751
27,42000,3,1.0,2,1,10000,,0,0.24,1,8,24032
23,67000,3,3.0,2,1,25000,7.9,1,0.37,1,3,16852
25,75000,2,9.0,1,3,5000,13.79,0,0.07,2,4,11734
24,65000,3,5.0,4,1,9000,6.03,0,0.14,1,4,5151
25,30000,3,4.0,4,2,5000,11.86,0,0.17,1,4,16925
29,42000,2,2.0,4,3,1200,12.98,1,0.03,1,10,21352
27,50004,1,5.0,4,2,10200,10.37,0,0.2,1,10,21771
22,54000,3,6.0,1,1,19000,,1,0.35,1,4,909
26,70000,2,9.0,1,1,35000,7.9,0,0.5,1,2,10716
30,42000,3,1.0,4,4,6000,14.46,1,0.14,1,5,21572
26,172000,2,7.0,1,1,12000,,0,0.07,1,2,15785
22,49000,3,3.0,5,4,9600,,1,0.2,1,2,10227
25,39000,3,4.0,3,3,8000,11.34,1,0.21,2,2,8891
22,42000,3,3.0,3,2,11000,11.71,0,0.26,1,2,3362
26,67150,2,9.0,4,4,15000,14.11,1,0.19,2,4,13422
21,8004,3,4.0,4,1,3000,7.88,1,0.37,1,2,15947
24,60000,3,2.0,5,1,6400,,0,0.11,1,4,7600
29,65000,2,9.0,4,1,11500,7.51,0,0.18,1,10,23620
35,65000,2,19.0,2,2,20000,10.25,0,0.31,1,5,23611
23,52360,2,,3,4,15000,16.49,0,0.29,2,2,16362
35,84996,3,12.0,3,1,17000,7.88,0,0.2,1,6,18538
22,33000,3,,5,3,9800,,1,0.3,1,2,4667
24,46704,3,2.0,2,2,9000,11.49,0,0.19,1,4,9912
24,84000,2,9.0,1,2,25000,11.26,0,0.3,1,4,12674
23,55008,1,5.0,4,3,10500,13.16,0,0.19,2,4,8078
23,56000,3,8.0,4,7,21600,21.21,1,0.39,2,4,524
43,51600,3,,1,2,1500,11.86,0,0.03,1,12,32101
25,54084,3,5.0,4,2,3500,9.25,0,0.06,1,2,3217
24,40000,3,1.0,4,3,3000,14.22,0,0.07,1,4,2620
29,74100,3,3.0,4,3,4500,13.61,0,0.06,2,6,20291
21,50000,2,5.0,3,3,9000,13.49,0,0.18,1,2,16173
28,42000,3,7.0,4,1,2250,6.99,1,0.05,1,8,18989
23,63996,3,2.0,4,4,4000,,1,0.06,2,2,4054
25,30000,3,5.0,3,3,8000,12.87,0,0.27,1,4,8668
30,39552,2,2.0,1,2,12375,10.37,0,0.31,1,9,20100
27,70000,2,9.0,2,1,16000,7.9,0,0.23,1,7,23959
21,29000,3,5.0,5,2,10000,10.0,1,0.34,1,4,10434
26,12000,1,2.0,4,1,6100,7.51,1,0.51,1,4,16892
37,90000,2,11.0,5,2,22000,8.88,0,0.24,1,12,31212
40,53000,2,2.0,4,2,3000,10.62,0,0.06,1,17,30228
22,38117,2,0.0,3,2,13500,11.83,0,0.35,1,4,3735
26,14400,3,2.0,5,4,2000,15.58,1,0.14,1,4,1763
23,68000,3,7.0,2,2,23000,9.62,1,0.34,1,2,484
28,48715,3,2.0,5,3,12000,12.87,0,0.25,2,5,28715
24,30996,3,2.0,4,1,5600,7.49,0,0.18,1,2,5936
23,86400,1,0.0,2,4,16000,11.86,0,0.19,1,3,12996
27,43200,3,4.0,2,1,10000,7.49,0,0.23,1,10,24045
24,54000,3,6.0,2,1,12000,8.49,0,0.22,1,4,2751
23,33195,3,5.0,4,2,1800,11.99,0,0.05,1,3,16694
42,114000,2,4.0,3,2,19200,11.36,0,0.17,1,15,31457
25,49000,1,6.0,1,3,3000,,0,0.06,1,3,6328
23,91000,2,3.0,2,2,12000,,0,0.13,1,4,16705
27,48000,3,5.0,4,2,9000,10.99,0,0.19,1,10,23532
29,88000,3,7.0,4,1,10000,7.51,0,0.11,1,5,24688
25,72000,3,,5,1,17000,7.88,0,0.24,1,3,16289
23,30000,3,2.0,2,1,6400,6.99,0,0.21,1,4,7528
31,35000,3,3.0,1,2,5000,10.65,0,0.14,1,5,20582
22,30400,2,2.0,1,3,9950,15.27,1,0.33,1,4,3431
23,30000,3,7.0,3,3,5000,14.17,1,0.17,2,3,4847
35,39996,3,4.0,4,4,16750,14.09,1,0.42,1,6,18554
24,10800,3,8.0,1,1,5000,7.88,1,0.46,1,2,9146
30,73000,3,4.0,1,3,12000,14.26,1,0.16,2,5,25465
26,45000,3,3.0,5,1,11000,6.99,0,0.24,1,2,3369
26,12000,3,,1,1,5000,6.92,1,0.42,1,4,9149
32,110000,1,16.0,2,2,9000,11.48,0,0.08,1,10,26601
27,54000,2,0.0,3,4,12000,16.49,1,0.22,1,5,22907
39,57996,2,10.0,4,1,8000,7.88,0,0.14,1,16,30372
22,52000,2,6.0,2,4,10000,13.87,1,0.19,2,2,8523
22,36000,1,4.0,3,1,3250,7.75,0,0.09,1,2,16944
35,83000,2,17.0,4,4,15000,,0,0.18,1,6,25189
21,50000,3,5.0,2,1,4900,8.94,0,0.1,1,2,4695
29,97000,3,4.0,3,2,25000,10.37,0,0.26,1,10,18003
48,31824,3,18.0,4,4,8800,15.62,1,0.28,1,11,29872
30,63500,2,9.0,1,4,12000,15.33,0,0.19,2,9,23390
30,47600,2,6.0,2,2,23800,12.42,0,0.5,1,9,21249
34,44000,3,0.0,2,4,16000,13.24,1,0.36,2,6,18601
22,56004,2,6.0,4,2,6000,11.86,0,0.11,1,3,8225
22,66000,2,4.0,5,1,2700,6.76,0,0.04,1,3,10262
33,70000,3,10.0,5,1,9500,,0,0.14,1,5,23643
24,118300,3,1.0,3,3,15000,12.68,0,0.13,1,4,1863
25,34942,3,7.0,3,2,1500,10.99,0,0.04,1,4,1580
23,31785,2,7.0,4,4,6000,14.96,1,0.19,1,2,3603
42,160000,3,6.0,1,2,6000,10.65,0,0.04,1,17,30152
23,37200,2,7.0,4,2,7000,10.59,1,0.19,1,2,5058
25,49000,2,9.0,5,1,7000,6.99,0,0.14,1,3,6332
41,87000,2,4.0,3,4,9000,16.0,0,0.1,1,12,31164
28,90000,1,7.0,4,3,8400,12.87,0,0.09,1,8,25683
24,43995,3,,2,3,7400,13.99,1,0.17,2,3,17273
26,56000,3,6.0,4,3,8150,12.87,0,0.15,1,4,9567
26,51000,3,5.0,3,1,5600,7.49,0,0.11,1,2,5975
23,70522,3,7.0,4,3,9325,10.91,0,0.13,2,3,10049
25,61000,3,2.0,5,1,12000,7.29,0,0.2,1,3,12589
24,85392,3,9.0,2,1,9600,7.29,0,0.11,1,3,10294
31,74400,2,11.0,1,1,13000,7.88,0,0.17,1,10,24439
23,50952,3,0.0,2,3,4000,11.54,0,0.08,2,4,3984
24,123000,2,6.0,3,3,8000,12.68,0,0.07,1,4,15129
22,44500,2,3.0,3,3,15000,13.57,0,0.34,2,4,5235
25,65004,3,1.0,3,3,4800,13.49,0,0.07,2,4,15978
25,71000,1,,1,1,3250,5.79,0,0.05,1,2,11018
25,43000,3,2.0,1,1,7800,7.14,0,0.18,1,3,8524
21,30000,3,5.0,3,2,10000,11.99,1,0.33,1,3,16385
33,120000,2,17.0,3,1,15000,5.79,0,0.13,1,9,26886
35,250000,1,8.0,1,2,15000,9.88,0,0.06,1,5,17811
24,64575,3,2.0,3,1,12000,7.29,0,0.19,1,4,12694
23,26400,3,8.0,2,3,4000,14.17,1,0.15,1,2,3755
23,76000,2,8.0,5,2,6000,11.49,1,0.08,1,2,12507
22,45000,2,3.0,2,2,15000,11.36,0,0.33,1,2,5469
23,35000,3,6.0,5,2,13475,10.65,1,0.39,1,3,2198
26,28000,3,10.0,3,2,14500,12.53,1,0.52,1,3,14314
30,41604,2,7.0,1,2,15000,10.0,0,0.36,1,9,20464
28,28080,3,0.0,5,1,12000,7.88,1,0.43,1,5,24936
24,63000,3,1.0,4,1,15675,6.54,0,0.25,1,2,15746
30,54000,3,1.0,2,1,12000,6.62,1,0.22,1,6,25153
34,40800,3,2.0,5,3,3200,12.61,0,0.08,2,8,19542
24,55000,3,1.0,4,2,7500,12.53,0,0.14,1,2,8346
34,26400,3,0.0,5,3,7750,12.87,0,0.29,2,5,22687
24,24000,1,5.0,1,1,4200,6.99,0,0.17,1,3,982
38,65000,3,4.0,4,3,4500,13.43,0,0.07,1,12,29712
22,48000,2,6.0,5,3,10000,13.49,0,0.21,2,4,6046
25,69000,2,9.0,1,1,25000,6.99,0,0.36,1,4,16910
30,65000,3,14.0,3,3,11475,13.72,0,0.18,1,6,24859
31,15000,3,2.0,1,2,4000,11.49,1,0.27,1,6,19950
27,20000,3,2.0,4,2,3600,9.25,0,0.18,1,7,19685
23,100000,2,4.0,5,3,10000,13.57,0,0.1,1,3,14152
27,70000,2,11.0,3,1,5600,5.42,0,0.08,1,7,23991
26,48000,2,10.0,1,3,13800,13.49,0,0.29,2,2,6009
23,39000,3,3.0,3,2,10000,11.99,1,0.26,1,3,10875
33,96000,2,5.0,4,1,9000,7.49,0,0.09,1,7,25974
28,47840,3,0.0,4,2,12000,,0,0.25,1,7,25142
25,39512,3,3.0,1,3,9000,15.23,1,0.23,1,4,9902
25,13440,3,3.0,4,1,6000,7.49,1,0.45,1,3,6102
22,27264,3,4.0,2,3,5000,13.11,0,0.18,2,3,9312
27,67000,3,1.0,3,3,2800,13.04,0,0.04,1,7,28942
30,68000,2,11.0,2,2,6000,10.59,0,0.09,1,7,23826
26,35000,3,0.0,1,3,12000,10.91,1,0.34,2,3,17075
26,50049,3,5.0,5,3,8000,12.99,0,0.16,1,3,8975
29,69000,1,11.0,3,2,6000,11.12,0,0.09,1,5,23902
31,72000,3,6.0,5,2,21000,11.99,1,0.29,1,6,18186
41,102000,1,5.0,2,1,7000,6.92,0,0.07,1,12,31380
34,65004,3,8.0,4,2,5000,10.59,0,0.08,1,9,21008
24,57000,3,0.0,3,1,13500,6.92,0,0.24,1,2,2188
23,43000,3,7.0,2,1,1000,7.51,0,0.02,1,3,1404
24,110000,3,4.0,5,2,18000,12.18,0,0.16,1,4,1062
46,60000,2,7.0,2,1,3600,6.99,0,0.06,1,12,30440
37,94000,3,0.0,4,3,25000,13.11,1,0.27,1,16,29065
24,72000,2,8.0,1,1,8000,7.88,0,0.11,1,4,11175
30,81120,1,3.0,3,2,18000,10.75,0,0.22,1,5,28057
27,38004,3,8.0,4,1,5000,9.63,0,0.13,1,10,20623
26,40000,3,1.0,4,1,1400,7.74,0,0.04,1,3,1526
27,40000,3,4.0,1,4,10000,,0,0.25,1,7,23975
24,65000,3,5.0,4,4,10000,15.65,0,0.15,2,4,11531
22,71200,3,2.0,1,2,11000,12.42,0,0.15,1,2,3414
29,100000,2,2.0,4,4,20000,14.61,0,0.2,2,10,26259
23,75000,2,2.0,1,5,19600,15.13,0,0.26,1,3,11751
25,31000,3,0.0,3,1,5000,8.94,0,0.16,1,2,4764
23,32900,3,1.0,2,4,20000,16.0,1,0.61,1,2,588
23,12000,3,0.0,3,1,5825,6.62,1,0.49,1,4,6074
41,85000,3,5.0,3,3,3000,13.49,0,0.04,1,17,29505
21,36000,3,0.0,2,1,4500,6.62,0,0.13,1,2,4211
44,48000,3,0.0,1,3,5000,13.43,0,0.1,1,14,29844
25,39896,2,0.0,4,1,9250,9.63,1,0.23,1,3,5667
26,52800,2,10.0,4,1,1925,6.76,0,0.04,1,4,7381
22,19000,3,5.0,1,3,3000,13.06,1,0.16,1,2,2515
27,80000,3,3.0,2,4,12000,17.58,0,0.15,1,7,25409
24,59600,3,8.0,3,1,10000,5.99,0,0.17,1,4,16883
25,67000,3,7.0,4,2,7500,12.18,0,0.11,1,4,8383
23,41500,3,3.0,2,5,6000,16.7,1,0.14,1,2,6549
24,120000,2,0.0,5,1,16000,9.63,0,0.13,1,2,15071
22,59000,3,4.0,4,5,16000,16.32,1,0.27,1,3,1307
31,36000,3,4.0,2,2,12000,10.36,1,0.33,1,8,25074
32,95000,2,13.0,4,4,8000,14.84,0,0.08,1,9,25925
38,118000,2,12.0,3,2,11400,10.59,0,0.1,1,16,31901
27,45150,3,1.0,3,3,18000,13.16,1,0.4,1,7,18431
23,59000,3,3.0,2,4,10000,15.58,1,0.17,1,3,11537
29,65000,2,5.0,4,2,6000,10.36,0,0.09,1,7,23587
26,67550,3,3.0,4,1,7000,8.9,0,0.1,1,2,7148
30,25000,2,,5,2,7000,10.99,0,0.28,1,10,18546
26,30000,3,7.0,5,4,5000,14.42,1,0.17,1,4,4754
40,63996,2,8.0,2,2,12000,10.25,0,0.19,1,12,31848
22,60000,3,6.0,1,2,9975,11.48,0,0.17,1,4,4653
27,90000,2,4.0,4,2,20000,12.42,0,0.22,1,10,25566
24,70000,3,0.0,4,1,10000,7.29,0,0.14,1,3,17374
27,40000,1,11.0,2,1,6400,9.32,0,0.16,1,6,24979
38,75996,2,12.0,5,1,3500,7.29,0,0.05,1,13,30936
32,98000,2,16.0,5,2,15000,10.95,1,0.15,1,5,26615
26,32000,3,7.0,5,2,6375,10.74,0,0.2,1,2,7269
24,66500,2,0.0,4,1,8800,8.59,0,0.13,1,4,10313
30,62900,2,2.0,4,2,10000,,1,0.14,1,6,24920
24,65000,2,3.0,2,1,6000,6.03,0,0.09,1,3,9862
27,25000,2,4.0,3,4,4750,14.83,0,0.19,1,9,18560
36,23004,3,0.0,3,2,9450,10.37,1,0.41,1,13,30644
23,57600,2,7.0,2,3,10000,13.11,0,0.17,1,3,8413
27,45000,3,9.0,5,1,10000,7.51,0,0.22,1,5,24080
35,120000,3,4.0,1,2,12000,10.99,0,0.1,1,5,28889
21,18000,1,3.0,4,4,4900,14.54,1,0.27,2,4,443
41,171194,2,9.0,4,2,25000,11.12,0,0.15,1,14,29067
36,21996,3,3.0,3,4,2400,14.11,0,0.11,1,11,29386
22,47000,2,7.0,3,3,10600,15.96,0,0.23,2,4,5834
30,70000,2,0.0,4,3,15000,12.73,0,0.21,2,6,24077
28,150086,3,5.0,4,1,12000,6.54,0,0.08,1,9,25587
23,80832,1,0.0,4,4,15000,15.65,0,0.19,1,2,12420
24,24000,3,0.0,1,5,2000,16.0,1,0.08,2,2,1809
30,66560,2,10.0,5,1,2500,6.39,0,0.04,1,7,23749
23,45000,3,2.0,3,2,11200,10.59,0,0.25,1,2,11978
27,275000,3,7.0,4,4,10000,14.91,0,0.04,2,10,20492
25,24864,1,9.0,1,2,9000,,0,0.36,1,3,15108
24,47250,3,5.0,2,2,12600,11.83,0,0.27,1,2,13559
23,62000,2,3.0,4,1,9000,,0,0.15,1,4,9426
34,80000,3,0.0,5,1,30000,6.62,1,0.38,1,5,17770
29,57600,3,1.0,2,2,6000,9.91,0,0.1,1,5,28924
22,32000,3,3.0,5,4,4800,16.49,1,0.15,2,2,4399
35,44000,3,3.0,3,3,16000,13.99,1,0.36,2,8,18596
24,47000,3,3.0,4,1,7000,6.54,0,0.15,1,4,7903
23,68000,2,5.0,2,2,11500,9.99,0,0.17,1,3,10456
33,138000,3,0.0,3,5,35000,18.64,1,0.25,2,7,17731
32,21120,3,0.0,1,1,10000,,1,0.47,1,10,28928
36,98240,2,4.0,3,5,20000,16.35,0,0.2,1,16,31326
22,28000,3,7.0,1,2,7900,9.99,0,0.28,1,2,8548
24,78386,1,3.0,2,1,4000,5.42,0,0.05,1,3,12022
24,39000,2,1.0,2,4,12000,14.11,1,0.31,1,2,5548
29,92000,2,8.0,3,2,10000,11.26,0,0.11,1,9,25794
29,64320,2,13.0,4,1,8000,6.03,0,0.12,1,9,23450
27,67000,2,1.0,1,1,4200,,0,0.06,1,7,28329
24,130000,2,8.0,5,2,6000,10.59,0,0.05,1,2,15309
36,14004,3,0.0,4,4,4800,15.28,1,0.34,1,15,29723
28,27600,3,8.0,5,3,4000,15.23,0,0.14,1,8,20003
23,80000,3,3.0,4,2,21000,11.99,0,0.26,1,3,559
38,51504,3,3.0,1,3,10500,12.53,0,0.2,1,17,29596
25,52000,2,5.0,4,1,12000,7.88,0,0.23,1,3,7260
29,93000,3,13.0,2,2,21000,12.42,1,0.23,1,10,18190
23,100800,2,4.0,5,1,20000,7.9,0,0.2,1,4,14185
34,25480,3,6.0,4,4,5000,12.8,1,0.2,1,5,23146
34,85000,2,2.0,4,4,15000,15.99,0,0.18,2,9,25326
30,66000,2,15.0,1,2,15000,11.14,0,0.23,1,8,23724
23,74000,2,5.0,5,4,25975,,1,0.35,1,2,12173
29,126000,2,11.0,4,1,15000,7.88,0,0.12,1,8,27094
23,92004,3,2.0,5,2,8000,11.49,0,0.09,1,4,9489
33,72000,3,3.0,4,2,12000,11.99,0,0.17,1,5,25332
21,50252,3,4.0,5,2,5000,11.46,0,0.1,1,2,5286
43,97000,2,0.0,4,2,14000,11.71,0,0.14,1,13,31308
31,42500,3,3.0,4,1,6500,7.29,0,0.15,1,10,22009
28,48000,3,7.0,4,3,4000,14.35,0,0.08,1,8,20105
26,140000,2,10.0,1,2,24250,12.53,0,0.17,1,3,15513
35,100000,2,19.0,1,2,1800,9.63,0,0.02,1,8,26187
24,50000,2,2.0,3,1,7000,5.42,0,0.14,1,4,6670
26,55000,2,6.0,2,1,11500,8.9,0,0.21,1,4,7830
25,60000,3,9.0,3,4,6000,14.54,0,0.1,2,3,6720
22,30000,2,6.0,1,3,3200,13.48,0,0.11,1,4,2079
27,33996,3,8.0,5,4,6000,15.31,1,0.18,2,5,21448
24,36000,3,7.0,4,2,12000,8.88,1,0.33,1,4,12291
34,85000,3,3.0,4,3,10000,12.87,0,0.12,1,7,24681
23,58000,1,4.0,4,3,6400,13.48,0,0.11,2,3,8489
27,73680,2,11.0,5,5,10000,17.93,1,0.14,2,6,25416
32,90000,2,7.0,4,2,3000,9.25,0,0.03,1,9,25643
22,33000,2,5.0,5,1,12375,7.29,0,0.38,1,2,2579
35,32000,3,19.0,4,1,8000,5.99,1,0.25,1,9,22850
25,90000,2,2.0,1,4,10000,15.28,0,0.11,2,2,13271
28,61000,2,12.0,3,1,12000,6.03,0,0.2,1,5,28748
30,62304,3,3.0,2,4,11000,,0,0.18,1,9,19759
22,48255,3,3.0,1,1,2000,6.76,0,0.04,1,2,14630
35,26400,3,4.0,3,2,8000,,0,0.3,1,8,22770
28,78000,3,12.0,4,2,3000,12.42,0,0.04,1,7,19485
29,71000,2,4.0,4,3,11000,13.43,0,0.15,2,6,24168
29,98000,2,11.0,5,3,1825,14.27,0,0.02,1,6,26070
22,46000,3,0.0,1,3,12000,12.68,0,0.26,2,3,12493
26,51000,2,11.0,4,2,9000,9.99,0,0.18,1,3,6998
33,125000,1,17.0,3,1,3000,7.75,0,0.02,1,8,27074
22,50508,3,5.0,1,1,6000,5.42,0,0.12,1,3,6622
24,45000,1,4.0,1,1,11000,7.49,0,0.24,1,2,5375
28,60000,3,7.0,2,3,9600,13.57,0,0.16,2,8,23700
22,60000,1,7.0,1,4,15000,16.49,0,0.25,2,2,8760
27,62900,3,7.0,4,4,24250,15.31,1,0.33,1,6,28782
24,45000,2,8.0,4,1,5000,5.79,0,0.11,1,3,5397
22,31000,3,5.0,3,2,14500,11.58,1,0.47,1,3,14350
28,82000,3,12.0,1,7,16750,20.11,1,0.2,1,6,28158
24,19464,3,,3,3,2500,13.84,1,0.13,2,3,13485
21,36000,3,3.0,5,3,5000,12.99,0,0.14,1,4,16862
23,94200,2,6.0,2,1,18000,6.54,0,0.19,1,3,13592
28,84000,2,1.0,5,4,3000,15.99,1,0.04,2,6,25966
32,51648,3,7.0,1,5,16000,14.18,1,0.31,1,8,18603
28,60000,2,12.0,5,3,16800,12.61,0,0.28,2,7,22946
65,45900,3,2.0,3,3,10000,,0,0.22,1,29,32301
33,24996,2,3.0,3,3,6600,12.99,0,0.26,2,6,18519
41,62500,2,17.0,4,1,5000,8.49,0,0.08,1,15,30568
23,42900,1,6.0,4,1,1000,6.76,0,0.02,1,3,4939
30,110000,3,5.0,1,4,20000,14.11,0,0.18,2,5,18348
32,70000,2,7.0,5,2,10000,9.88,0,0.14,1,5,24088
22,24000,1,4.0,4,3,4750,,0,0.2,2,4,15225
35,44004,2,7.0,4,2,10000,11.36,1,0.23,1,7,21781
27,104000,1,10.0,2,2,35000,,0,0.34,1,10,26371
26,95000,3,0.0,1,1,12000,8.49,0,0.13,1,4,13108
29,120000,1,3.0,2,1,7500,7.74,0,0.06,1,8,26922
36,82500,2,20.0,4,2,11000,10.65,0,0.13,1,11,31084
35,65867,3,3.0,3,1,11000,9.32,0,0.17,1,10,19760
26,32000,2,10.0,4,4,15000,15.33,1,0.47,1,3,3686
24,44582,2,8.0,3,1,5600,7.49,0,0.13,1,2,5241
24,70000,3,0.0,2,1,10000,7.29,0,0.14,1,4,11602
33,48000,3,4.0,4,2,1000,9.99,0,0.02,1,10,18657
25,25000,1,9.0,1,1,6000,7.51,0,0.24,1,2,14985
28,209000,1,4.0,3,4,15000,14.84,0,0.07,2,7,17860
35,45000,3,3.0,4,2,12000,11.26,0,0.27,1,5,25115
23,69000,3,7.0,4,1,6000,7.88,0,0.09,1,2,6834
30,48500,3,0.0,4,2,4200,11.48,0,0.09,1,7,24150
25,65004,2,9.0,4,1,4500,6.92,0,0.07,1,2,10148
